id,dataset,resource,base,model,property,type,ref,source,prepare,level,access,uri,title,description
,datasets/gov/ird/nusikalstamumas,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,IndicatorsDimension,,,id,,,4,,,IndicatorsDimension,"Lentelė, kurioje saugomas sąrašas identifikuotų dimensijų ir jų pavadinimai, kodai ir aprašymai"
,,,,,code,string,,,,2,open,,Dimensijos kodas,"Dimensijos kodas - NV tipas, savivaldybė, straipsnis..."
,,,,,id,integer,,,,4,open,,Dimensijos identifikatorius,Dimensijos identifikatorius - kodas
,,,,,options,string,,,,2,open,,Galimybės,"Aprašymo ilgis LEFT(`options`, 256)"
,,,,,position,integer,,,,4,open,,Pozicija ataskaitoje,Pozicija ataskaitoje
,,,,,,,,,,,,,,
,,,,IndicatorsDimensionsI18N,,,id,,,4,,,IndicatorsDimensionsI18N,"Lentelė, kurioje yra saugomas dimensijų aprašymas"
,,,,,id,integer,,,,4,open,,Dimensijos identifikatorius,Dimensijos identifikatorius - kodas
,,,,,lang,string,,,,3,open,,Kalba,Duomenų rinkinio kalba (LT/EN)
,,,,,target,ref,IndicatorsDimension,,,4,open,,Dimensijos kodas,Dimensijos ID iš  IndicatorsDimension  lentelės
,,,,,title,string,,,,4,open,,Dimensijos aprašymas,Dimensijos aprašymas
,,,,,,,,,,,,,,
,,,,IndicatorsDimensionsValue,,,id,,,4,,,IndicatorsDimensionsValue,"Lentelė, kurioje saugomas sąrašas identifikuotų dimensijų  reikšmės"
,,,,,code,string,,,,2,open,,Dimensijos kodas,"Dimensijos kodas - NV tipas, savivaldybė, straipsnis..."
,,,,,dimension,ref,IndicatorsDimension,,,4,open,,Dimensijos kodas,Dimensijos ID iš  IndicatorsDimension  lentelės
,,,,,id,integer,,,,4,open,,Dimensijos identifikatorius,Dimensijos identifikatorius - kodas
,,,,,parent,ref,IndicatorsDimensionsValue,,,4,open,,Nuoroda į tėvinį kodą,Kodas priklauso  ID  (dimensijos identifikatorius - kodas)
,,,,,position,integer,,,,4,open,,Pozicija ataskaitoje,Pozicija ataskaitoje
,,,,,,,,,,,,,,
